cik,company_name,executive_name,title_context
0001717452,"Odonate Therapeutics, LLC",Kevin C. Tang,"In 2016, we had two executive officers: Kevin C. Tang, our Chairman and Chief Executive Officer, and John G. Lemkey, our Chief Financial Officer."
0001717452,"Odonate Therapeutics, LLC",John G. Lemkey,"In 2016, we had two executive officers: Kevin C. Tang, our Chairman and Chief Executive Officer, and John G. Lemkey, our Chief Financial Officer."
0001717452,"Odonate Therapeutics, LLC",Aaron I. Davis,"Affiliates of Boxer Capital consist of Boxer Capital, LLC (&#147;Boxer Capital&#148;), which is the beneficial owner of 1,155,136 common units, and Aaron I. Davis, who is the Chief Executive Officer o"
0001717452,"Odonate Therapeutics, LLC",Boxer Asset,"Aaron I. Davis is the Chief Executive Officer of Boxer Capital, LLC (&#147;Boxer Capital&#148;) and is also a director of the Company. Boxer Asset Management Inc. (&#147;Boxer Management&#148;) is the"
0001717452,"Odonate Therapeutics, LLC",The Chairman,Other direct expenses paid by the Affiliate were specifically identifiable to the Company and were allocated directly to the Company. The Chairman and Chief Executive Officer of the Company has electe
0001656328,"Sienna Biopharmaceuticals, Inc.",Advancing Innovation,directors of Advancing Innovation in Dermatology and is a founder of the Dermatology Summit and Dermatology Entrepreneurship Conferences. Dr.&nbsp;Beddingfield also serves on the board of directors fo
0001656328,"Sienna Biopharmaceuticals, Inc.",Dermatology Summit,directors of Advancing Innovation in Dermatology and is a founder of the Dermatology Summit and Dermatology Entrepreneurship Conferences. Dr.&nbsp;Beddingfield also serves on the board of directors fo
0001656328,"Sienna Biopharmaceuticals, Inc.",Dermatology Entrepreneurship,directors of Advancing Innovation in Dermatology and is a founder of the Dermatology Summit and Dermatology Entrepreneurship Conferences. Dr.&nbsp;Beddingfield also serves on the board of directors fo
0001656328,"Sienna Biopharmaceuticals, Inc.",Camp Wonder,directors of Advancing Innovation in Dermatology and is a founder of the Dermatology Summit and Dermatology Entrepreneurship Conferences. Dr.&nbsp;Beddingfield also serves on the board of directors fo
0001656328,"Sienna Biopharmaceuticals, Inc.",Assistant Professor,an Assistant Professor of Dermatology and Associate Director of Clinical Research at the Tufts University School of Medicine where he conducted investigator-initiated and industry-sponsored clinical t
0001656328,"Sienna Biopharmaceuticals, Inc.",Sienna Labs,"as a member of our board of directors since 2010 and as our Head of Corporate Development since January 2016. Dr.&nbsp;Harris was the founder of Sienna Labs, Inc. and served as its Chief Executive Off"
0001656328,"Sienna Biopharmaceuticals, Inc.",Research Compliance,"2016. Previously, Ms.&nbsp;Stroehmann served as Vice President of Regulatory Affairs, Pharmacovigilance and Research Compliance at Kythera from September 2013 until it was acquired by Allergan in Octo"
0001656328,"Sienna Biopharmaceuticals, Inc.",Assistant Secretary,"Previously, Mr.&nbsp;Andrews served as Head of Legal for Whitecap Biosciences, LLC from September 2015 to September 2016. He served as Senior Corporate Counsel and Assistant Secretary at Allergan from"
0001656328,"Sienna Biopharmaceuticals, Inc.",Keith R. Leonard,"Keith R. Leonard Jr. has served as the Chairman of our board of directors since January 2016. Mr.&nbsp;Leonard was co-founder, President and Chief Executive Officer of Kythera from 2005 until its acqu"
0001656328,"Sienna Biopharmaceuticals, Inc.",Sapphire Energy,"co-founder and member of the board of directors of Receptos, Inc., a public pharmaceutical company, prior to its acquisition by Celgene Corporation, and of Sapphire Energy, Inc., an energy company."
0001656328,"Sienna Biopharmaceuticals, Inc.",Pfizer Central,"Marketing, Senior Vice President of Operations and Executive Vice President. Previously, Dr.&nbsp;Fenton worked as a researcher at Pfizer Central in New Product Development from 1977 to 1981. Dr.&nbsp"
0001656328,"Sienna Biopharmaceuticals, Inc.",Robert Nelsen,Robert Nelsen has served as a member of our board of directors since October 2015. Mr.&nbsp;Nelsen is a co-founder and has served as a Managing Director of ARCH Venture Partners since 1994. Mr.&nbsp;N
0001656328,"Sienna Biopharmaceuticals, Inc.",Frederick C. Beddingfield,"Frederick C. Beddingfield III, M.D., Ph.D., President and Chief Executive Officer; &nbsp;"
0001656328,"Sienna Biopharmaceuticals, Inc.",Todd Harris,"Todd Harris, Ph.D., Head of Corporate Development and former Chief Executive Officer; &nbsp;"
0001656328,"Sienna Biopharmaceuticals, Inc.",Randall Harris,"L. Randall Harris is an immediate family member of Todd Harris, Ph.D., who is currently one of our executive officers and a member of our board of directors and was our Chief Executive Officer and a m"
0001656328,"Sienna Biopharmaceuticals, Inc.",Beddingfield Family,"Frederick C. Beddingfield III, M.D., Ph.D., who is a member of our board of directors and our President and Chief Executive Officer, is an advisor to Venvest Biotech, LLC, and an affiliate of the Bedd"
0001656328,"Sienna Biopharmaceuticals, Inc.",Fidelity Series,"Trust: Fidelity Series Growth Company Fund. These accounts are managed by direct or indirect subsidiaries of FMR LLC. Abigail P. Johnson is a Director, the Vice Chairman, the Chief Executive Officer a"
0001656328,"Sienna Biopharmaceuticals, Inc.",Abigail P. Johnson,"Trust: Fidelity Series Growth Company Fund. These accounts are managed by direct or indirect subsidiaries of FMR LLC. Abigail P. Johnson is a Director, the Vice Chairman, the Chief Executive Officer a"
0001656328,"Sienna Biopharmaceuticals, Inc.",Advance Notification,or our President or Chief Executive Officer. Requirements for Advance Notification of Stockholder Nominations and Proposals
0001656328,"Sienna Biopharmaceuticals, Inc.",Stock Purchase,"by Venvest. Stock Purchase Rights In January 2016, in connection with his commencement of employment with the Company, the Company&#146;s board of directors granted Dr. Beddingfield, the Company&#146;"
0001650648,4D Molecular Therapeutics Inc,David Kirn,"development strategy. Led by our Chief Executive Officer and co-founder, David Kirn, M.D., our team has more than 100 years of combined experience in the field of viral vector gene therapy, including "
0001650648,4D Molecular Therapeutics Inc,Scientific Advisor,"to the development and writing of the quality and manufacturing sections of the biologics license application (BLA) for the AAV product Zolgensma. Our Chief Scientific Advisor and co-founder, David Sc"
0001650648,4D Molecular Therapeutics Inc,David Schaffer,"to the development and writing of the quality and manufacturing sections of the biologics license application (BLA) for the AAV product Zolgensma. Our Chief Scientific Advisor and co-founder, David Sc"
0001650648,4D Molecular Therapeutics Inc,Adjunct Professor,"Kirn , M.D., is our co-founder and has served as our Chief Executive Officer and Chairman of our board of directors since our inception in 2013. Dr.&nbsp;Kirn is an Adjunct Professor of Bioengineering"
0001650648,4D Molecular Therapeutics Inc,Theresa Janke,Theresa Janke is a co-founder and has served in positions of increasing responsibility since
0001650648,4D Molecular Therapeutics Inc,Peter Francis,"Barbara in 1996. Peter Francis, M.D., Ph.D. , has served as our Chief Medical Officer since January 2019. Dr.&nbsp;Francis previously served"
0001650648,4D Molecular Therapeutics Inc,Hoyoung Huh,"into a consulting agreement with one our former directors, Hoyoung Huh, who resigned as a director in December 2018, to provide business development strategy services. In connection with this agreemen"
0001650648,4D Molecular Therapeutics Inc,See Note,"UC Regents. See Note&nbsp;17 for further details of this transaction involving the co-founder and Chief Scientific Advisor of the Company. In 2016,"
0001650648,4D Molecular Therapeutics Inc,Professor David,"facility on the Berkeley campus, under the direction of Professor David Schaffer, the Company&#146;s co-founder and Chief Scientific Advisor. The SRAs have a three year term ending in May 2022. Under "
0001532346,"Atreca, Inc.",John A. Orwin,&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;John A. Orwin. &nbsp;&nbsp;&nbsp;&nbsp;Mr.&nbsp;Orwin has served as our President and Chief Executive Officer and a member of our board of directors sin
0001532346,"Atreca, Inc.",Case Western,our President and Chief Executive Officer. Dr.&nbsp;Serafini received a B.S. in biochemistry from Case Western Reserve University and a Ph.D. in biochemistry from Stanford University School of
0001532346,"Atreca, Inc.",Norman Michael,"&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Norman Michael Greenberg, Ph.D. &nbsp;&nbsp;&nbsp;&nbsp;Dr.&nbsp;Greenberg has served as our Chief Scientific Officer since May 2016. Prior to joining A"
0001532346,"Atreca, Inc.",Scientific Consulting,"Dr.&nbsp;Greenberg served as Chief Executive Officer and President of NMG Scientific Consulting, USA. From August 2011 until March 2014, Dr.&nbsp;Greenberg was Vice President of Global Research,"
0001532346,"Atreca, Inc.",Guy Cavet,"&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Guy Cavet, Ph.D. &nbsp;&nbsp;&nbsp;&nbsp;Dr.&nbsp;Cavet is one of our co-founders and has served as our Chief Technical Officer since July 2014. Prior t"
0001532346,"Atreca, Inc.",Equity Research,"served at J.P. Morgan Securities&nbsp;LLC, most recently as Managing Director, Equity Research and Senior Biotechnology Analyst. Previously, Mr.&nbsp;Berger served in similar capacities at Salomon"
0001532346,"Atreca, Inc.",Discovery Research,"companies. From 1994 until his retirement in 2011, he held various positions, including Senior Vice President of Discovery Research, at Amgen&nbsp;Inc., where he oversaw research"
0001532346,"Atreca, Inc.",Susan Berland,"Chief Executive Officer until April 2018; &sect; Susan Berland, who served as our Chief Financial Officer until her retirement in March"
0001532346,"Atreca, Inc.",Former President,Chief Strategy Officer and Former President and Chief Executive Officer
0001532346,"Atreca, Inc.",The Orwin,"at-will employment as our President and Chief Executive Officer, with no specific term. The Orwin Employment Agreement provides for an annual base salary of $450,000 and an annual discretionary bonus"
0001532346,"Atreca, Inc.",The Greenberg,"provides for his at-will employment as our Senior Vice President and Chief Scientific Officer. The Greenberg Employment Agreement provides for an annual base salary of $350,000 and an annual"
0001566373,"Spring Bank Pharmaceuticals, Inc.",Martin Driscoll,"Martin Driscoll has been our President, Chief Executive Officer and Director since August 2015 and in September 2015, Mr.&nbsp;Driscoll"
0001566373,"Spring Bank Pharmaceuticals, Inc.",Asmacure Lt,"was appointed Chairman of the Board of Directors. From October 2010 until July 2015, he served as CEO of Asmacure Lt&eacute;e, a venture-backed clinical-stage biopharmaceutical company, which was acqu"
0001566373,"Spring Bank Pharmaceuticals, Inc.",Nezam H. Afdhal,"Nezam H. Afdhal, MD has been our Chief Medical Officer since November 2015 and served as a consultant to us from early 2011 to November"
0001566373,"Spring Bank Pharmaceuticals, Inc.",Financial Services,"has been a Managing Director of Altexa, Inc., a company that develops international and domestic businesses across industry sectors from energy to international trade, since 2005. Mr.&nbsp;Bates is al"
0001566373,"Spring Bank Pharmaceuticals, Inc.",Maia Yogurt,"board of directors of two privately held start-up companies, Dara Biosciences, Inc. and MiMedx Group, Inc., and currently serves on the board of directors of Maia Yogurt. Mr.&nbsp;Eichler holds a BS i"
0001566373,"Spring Bank Pharmaceuticals, Inc.",Business Administration,"board of directors of two privately held start-up companies, Dara Biosciences, Inc. and MiMedx Group, Inc., and currently serves on the board of directors of Maia Yogurt. Mr.&nbsp;Eichler holds a BS i"
0001566373,"Spring Bank Pharmaceuticals, Inc.",The Branta,"closing of this offering. Dr. Rakestraw is founder and has served as President of The Branta Group LLC, a healthcare capital investment and strategic advisory firm, since May 2003. Prior to The Branta"
0001566373,"Spring Bank Pharmaceuticals, Inc.",Nezam Afdhal,"Nezam Afdhal, our Chief Medical Officer; and &nbsp;"
0001566373,"Spring Bank Pharmaceuticals, Inc.",Former Chief,Douglas J. Jensen Former Chief Executive Officer (1)
0001657598,"Adgero Biopharmaceuticals Holdings, Inc.",Frank Pilkiewicz,"Frank Pilkiewicz, PhD, the Chief Executive Officer of Holdings and"
0001657598,"Adgero Biopharmaceuticals Holdings, Inc.",Allen Bloom,"Chief Executive officer of Adgero, Allen Bloom, PhD, JD, Roman"
0001657598,"Adgero Biopharmaceuticals Holdings, Inc.",Spencer Trask,Mr. Hochman was Chief Executive Officer of Spencer Trask Edison
0001657598,"Adgero Biopharmaceuticals Holdings, Inc.",Associate Professor,Mang is an Associate Professor and Director of Research for the
0001533040,Phio Pharmaceuticals Corp.,Anastasia Khvorova,"company affiliated with Anastasia Khvorova, Ph.D., our Senior Vice President and Chief Scientific"
0001533040,Phio Pharmaceuticals Corp.,Mark J. Ahn,"&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;We will need to recruit and hire a Chief Executive Officer to replace Mark J. Ahn, Ph.D., who"
0001533040,Phio Pharmaceuticals Corp.,Craig Mello,"to the co-discoverers of RNAi, including Dr.&nbsp;Craig Mello, a founder of Galena."
0001533040,Phio Pharmaceuticals Corp.,Development Project,"Director, Research and Development Project Management at Sirna Therapeutics, previously known as"
0001773427,"SpringWorks Therapeutics, Inc.",Saqib Islam,"Saqib Islam Chief Executive Officer 100 Washington Blvd Stamford, CT 06902 (203) 883-9490 (Name, address, including zip code, and telephone number, including area code, of agent for service)"
0001773427,"SpringWorks Therapeutics, Inc.",Washington Blvd,"Saqib Islam Chief Executive Officer 100 Washington Blvd Stamford, CT 06902 (203) 883-9490 (Name, address, including zip code, and telephone number, including area code, of agent for service)"
0001773427,"SpringWorks Therapeutics, Inc.",Myers Squibb,We are led by biopharmaceutical experts with extensive experience in building and operating organizations that develop and deliver innovative medicines to patients. Our team has broad experience in cl
0001773427,"SpringWorks Therapeutics, Inc.",Frank Perier,"Our ability to compete in the highly competitive biopharmaceutical industries depends upon our ability to attract and retain highly qualified managerial, scientific and medical personnel. We are highl"
0001773427,"SpringWorks Therapeutics, Inc.",Badreddin Edris,"Our ability to compete in the highly competitive biopharmaceutical industries depends upon our ability to attract and retain highly qualified managerial, scientific and medical personnel. We are highl"
0001773427,"SpringWorks Therapeutics, Inc.",Jens Renstrup,"Our ability to compete in the highly competitive biopharmaceutical industries depends upon our ability to attract and retain highly qualified managerial, scientific and medical personnel. We are highl"
0001773427,"SpringWorks Therapeutics, Inc.",Mary Smith,"Our ability to compete in the highly competitive biopharmaceutical industries depends upon our ability to attract and retain highly qualified managerial, scientific and medical personnel. We are highl"
0001773427,"SpringWorks Therapeutics, Inc.",Morgan Stanley,"Saqib Islam, J.D. , has served as our Chief Executive Officer and a member of our board of directors since August 2018. Previously, Mr. Islam served as our Chief Financial Officer and Chief Business O"
0001773427,"SpringWorks Therapeutics, Inc.",Credit Suisse,"Saqib Islam, J.D. , has served as our Chief Executive Officer and a member of our board of directors since August 2018. Previously, Mr. Islam served as our Chief Financial Officer and Chief Business O"
0001773427,"SpringWorks Therapeutics, Inc.",Columbia Law,"Saqib Islam, J.D. , has served as our Chief Executive Officer and a member of our board of directors since August 2018. Previously, Mr. Islam served as our Chief Financial Officer and Chief Business O"
0001773427,"SpringWorks Therapeutics, Inc.",Harlan Fiske,"Saqib Islam, J.D. , has served as our Chief Executive Officer and a member of our board of directors since August 2018. Previously, Mr. Islam served as our Chief Financial Officer and Chief Business O"
0001773427,"SpringWorks Therapeutics, Inc.",New Hampshire,"L. Mary Smith, Ph.D. , has served as our Senior Vice President, Clinical Research and Development since August 2017. Prior to joining us, Dr. Smith was the Executive Vice President of Clinical Develop"
0001773427,"SpringWorks Therapeutics, Inc.",Daniel S. Lynch,"Daniel S. Lynch, M.B.A., has served as our Chairman since August&#160;2019, and served as our Executive Chairman from August 2017 to August 2019. Additionally, from February 2018 to July 2018, Mr.&#16"
0001773427,"SpringWorks Therapeutics, Inc.",Surface Oncology,"Daniel S. Lynch, M.B.A., has served as our Chairman since August&#160;2019, and served as our Executive Chairman from August 2017 to August 2019. Additionally, from February 2018 to July 2018, Mr.&#16"
0001773427,"SpringWorks Therapeutics, Inc.",Darden Graduate,"Daniel S. Lynch, M.B.A., has served as our Chairman since August&#160;2019, and served as our Executive Chairman from August 2017 to August 2019. Additionally, from February 2018 to July 2018, Mr.&#16"
0001773427,"SpringWorks Therapeutics, Inc.",Business Administration,"Daniel S. Lynch, M.B.A., has served as our Chairman since August&#160;2019, and served as our Executive Chairman from August 2017 to August 2019. Additionally, from February 2018 to July 2018, Mr.&#16"
0001773427,"SpringWorks Therapeutics, Inc.",Turning Point,"Carl Gordon, Ph.D., CFA , has served as a member of our board of directors since August 2017. In addition, Dr. Gordon is a member at OrbiMed Advisors, LLC, which he co-founded in January 1998. Dr. Gor"
0001773427,"SpringWorks Therapeutics, Inc.",The Rockefeller,"Carl Gordon, Ph.D., CFA , has served as a member of our board of directors since August 2017. In addition, Dr. Gordon is a member at OrbiMed Advisors, LLC, which he co-founded in January 1998. Dr. Gor"
0001773427,"SpringWorks Therapeutics, Inc.",Freda Lewis,"Freda Lewis-Hall, M.D., DFAPA has served as a member of our board of directors since August 2017. Since January 2019, Dr. Lewis-Hall has served as Chief Patient Officer and Executive Vice President of"
0001773427,"SpringWorks Therapeutics, Inc.",Jeffrey Schwartz,"Jeffrey Schwartz, M.B.A. , has served as a member of board of directors since August 2017. Mr.&#160;Schwartz currently serves as a managing director of Bain Capital Life Sciences, LP, where he is a fo"
0001773427,"SpringWorks Therapeutics, Inc.",Private Equity,"Jeffrey Schwartz, M.B.A. , has served as a member of board of directors since August 2017. Mr.&#160;Schwartz currently serves as a managing director of Bain Capital Life Sciences, LP, where he is a fo"
0001773427,"SpringWorks Therapeutics, Inc.",Stephen Squinto,"Stephen Squinto, Ph.D. , has served as a member of our board of directors since August 2017 and is currently our acting Head of Research and Development. Dr. Squinto has been a Venture Partner at Orbi"
0001773427,"SpringWorks Therapeutics, Inc.",Interim Chief,Chairman and Former&#160;Interim Chief Executive Officer (2)
0001773427,"SpringWorks Therapeutics, Inc.",Daniel Lynch,"(2) Mr. Lynch served as Executive Chairman from September 2017 to August 2019, and served as interim Chief Executive Officer from February 1, 2018 until July 30, 2018. In August 2019, Mr. Lynch ceased"
0001773427,"SpringWorks Therapeutics, Inc.",Perceptive Life,"In connection with our Series B convertible preferred stock financing, we entered into a voting agreement with certain of our significant stockholders, including entities related to Pfizer, Bain, Orbi"
0001740547,Urovant Sciences Ltd.,Keith A. Katkin,"treatment of OAB in Japan and certain other Asian territories. Our experienced management team is led by our Chief Executive Officer, Keith A. Katkin,"
0001740547,Urovant Sciences Ltd.,Cornelia Haag,"Pharmaceuticals, Inc., or Avanir, through its acquisition by Otsuka Pharmaceutical Co., Ltd. in 2015. Our Chief Medical Officer, Cornelia Haag-Molkenteller, M.D., Ph.D., previously served as the Thera"
0001740547,Urovant Sciences Ltd.,Johann Wolfgang,"(BOTOX) for OAB and neurogenic detrusor overactivity. From 1988 to 2006, she was the Vice President of Clinical Program Leadership at Schwarz Biosciences GmbH. Dr.&nbsp;Haag-Molkenteller earned an M.D"
0001740547,Urovant Sciences Ltd.,Goldman Sachs,"Structuring, at Goldman Sachs &amp; Co. LLC, where he focused on technology and data strategy. From May 2012 to March 2014, Mr.&nbsp;Gline was a co-founder of Fourthree, a risk analytics technology an"
0001740547,Urovant Sciences Ltd.,Sef P. Kurstjens,"from Harvard University. Our board of directors believes that Mr.&nbsp;Gline&#146;s experience in finance and consulting qualifies him to serve as a member of our board of directors. Sef P. Kurstjens,"
0001740547,Urovant Sciences Ltd.,South Africa,"Johannesburg, South Africa. Our board of directors believes that Dr.&nbsp;Kurstjens&#146;s experience in various research and development roles for biopharmaceutical companies qualifies him to serve a"
0001740547,Urovant Sciences Ltd.,Rite Aid,"previously served as the Chief Executive Officer of Eckerd Pharmacy and Senior Executive Vice President and Chief Accounting Officer of the Rite Aid Corporation. Between 1989 and 2005, Mr.&nbsp;Legaul"
0001649989,"Outlook Therapeutics, Inc.",New Jersey,"Pankaj Mohan, Ph.D. President and Chief Executive Officer Oncobiologics, Inc. 7 Clarke Drive Cranbury, New Jersey 08512 (609) 619-3990"
0001649989,"Outlook Therapeutics, Inc.",Business Operations,"Pharmaceuticals, Inc. and Savient Pharmaceuticals, Inc. Our leadership team has also been instrumental in obtaining global regulatory approval for multiple complex biologics at leading multinational b"
0001649989,"Outlook Therapeutics, Inc.",Myers Squibb,"Pharmaceuticals, Inc. and Savient Pharmaceuticals, Inc. Our leadership team has also been instrumental in obtaining global regulatory approval for multiple complex biologics at leading multinational b"
0001649989,"Outlook Therapeutics, Inc.",Kenneth M. Bahrt,"We employ individuals and retain independent contractors and consultants and members on our board of directors who were previously employed at universities or other pharmaceutical companies, including"
0001649989,"Outlook Therapeutics, Inc.",Process Development,"We employ individuals and retain independent contractors and consultants and members on our board of directors who were previously employed at universities or other pharmaceutical companies, including"
0001649989,"Outlook Therapeutics, Inc.",Scott Gangloff,"We employ individuals and retain independent contractors and consultants and members on our board of directors who were previously employed at universities or other pharmaceutical companies, including"
0001649989,"Outlook Therapeutics, Inc.",Elizabeth A. Yamashita,"We employ individuals and retain independent contractors and consultants and members on our board of directors who were previously employed at universities or other pharmaceutical companies, including"
0001649989,"Outlook Therapeutics, Inc.",Scott Canute,"We employ individuals and retain independent contractors and consultants and members on our board of directors who were previously employed at universities or other pharmaceutical companies, including"
0001649989,"Outlook Therapeutics, Inc.",Neither Dr,"On April&nbsp;6, 2015, pursuant to a contribution agreement, we contributed certain of our assets, unrelated to our biosimilar business, to Sonnet Biotherapeutics, Inc., or Sonnet, a company focused o"
0001649989,"Outlook Therapeutics, Inc.",Assistant Professor,"Pankaj Mohan, Ph.D. &nbsp;&nbsp;&nbsp;Dr.&nbsp;Mohan has served as our President, Chief Executive Officer and as Chairman and a member of our board of directors since January&nbsp;2011. Prior to found"
0001649989,"Outlook Therapeutics, Inc.",Atomic Energy,"Pankaj Mohan, Ph.D. &nbsp;&nbsp;&nbsp;Dr.&nbsp;Mohan has served as our President, Chief Executive Officer and as Chairman and a member of our board of directors since January&nbsp;2011. Prior to found"
0001649989,"Outlook Therapeutics, Inc.",Chemical Engineering,"Pankaj Mohan, Ph.D. &nbsp;&nbsp;&nbsp;Dr.&nbsp;Mohan has served as our President, Chief Executive Officer and as Chairman and a member of our board of directors since January&nbsp;2011. Prior to found"
0001649989,"Outlook Therapeutics, Inc.",La Roche,"Kenneth M. Bahrt, M.D. &nbsp;&nbsp;&nbsp;Dr.&nbsp;Bahrt has served as our Chief Medical Officer since June&nbsp;2015. Prior to joining us, from February&nbsp;2014 to May&nbsp;2015, Dr.&nbsp;Bahrt serv"
0001649989,"Outlook Therapeutics, Inc.",Scott A. Gangloff,"Scott A. Gangloff. &nbsp;&nbsp;&nbsp;Mr.&nbsp;Gangloff has served as our Senior Vice President, Development &amp; Manufacturing since January&nbsp;2015. Prior to that, Mr.&nbsp;Gangloff served as our "
0001649989,"Outlook Therapeutics, Inc.",Process Scale,"Scott A. Gangloff. &nbsp;&nbsp;&nbsp;Mr.&nbsp;Gangloff has served as our Senior Vice President, Development &amp; Manufacturing since January&nbsp;2015. Prior to that, Mr.&nbsp;Gangloff served as our "
0001649989,"Outlook Therapeutics, Inc.",Up Facility,"Scott A. Gangloff. &nbsp;&nbsp;&nbsp;Mr.&nbsp;Gangloff has served as our Senior Vice President, Development &amp; Manufacturing since January&nbsp;2015. Prior to that, Mr.&nbsp;Gangloff served as our "
0001649989,"Outlook Therapeutics, Inc.",Process Engineer,"Scott A. Gangloff. &nbsp;&nbsp;&nbsp;Mr.&nbsp;Gangloff has served as our Senior Vice President, Development &amp; Manufacturing since January&nbsp;2015. Prior to that, Mr.&nbsp;Gangloff served as our "
0001649989,"Outlook Therapeutics, Inc.",Jacobs Engineering,"Scott A. Gangloff. &nbsp;&nbsp;&nbsp;Mr.&nbsp;Gangloff has served as our Senior Vice President, Development &amp; Manufacturing since January&nbsp;2015. Prior to that, Mr.&nbsp;Gangloff served as our "
0001649989,"Outlook Therapeutics, Inc.",Lawrence A. Kenyon,"Lawrence A. Kenyon. &nbsp;&nbsp;&nbsp;Mr.&nbsp;Kenyon has served as our Chief Financial Officer and Secretary since September&nbsp;2015. Prior to that, from February&nbsp;2014 to September&nbsp;2015, "
0001649989,"Outlook Therapeutics, Inc.",Interim President,"Lawrence A. Kenyon. &nbsp;&nbsp;&nbsp;Mr.&nbsp;Kenyon has served as our Chief Financial Officer and Secretary since September&nbsp;2015. Prior to that, from February&nbsp;2014 to September&nbsp;2015, "
0001649989,"Outlook Therapeutics, Inc.",Certified Public,"Lawrence A. Kenyon. &nbsp;&nbsp;&nbsp;Mr.&nbsp;Kenyon has served as our Chief Financial Officer and Secretary since September&nbsp;2015. Prior to that, from February&nbsp;2014 to September&nbsp;2015, "
0001649989,"Outlook Therapeutics, Inc.",Caliper Life,"Stephen J. McAndrew, Ph.D. &nbsp;&nbsp;&nbsp;Dr.&nbsp;McAndrew served initially as our Vice President of Business Development from February&nbsp;2012 through March&nbsp;2014, and as our Senior Vice Pr"
0001649989,"Outlook Therapeutics, Inc.",Professional Society,"Elizabeth A. Yamashita. &nbsp;&nbsp;&nbsp;Ms.&nbsp;Yamashita has served as our Vice President of Regulatory Affairs since July&nbsp;2015 and, prior to that, our Vice President of Regulatory and Clinic"
0001649989,"Outlook Therapeutics, Inc.",Todd C. Brady,"Todd C. Brady, M.D., Ph.D. &nbsp;&nbsp;&nbsp;Dr.&nbsp;Brady has served as a member of our board of directors since September&nbsp;2014. Since January&nbsp;2012, Dr.&nbsp;Brady also has served as Chief"
0001649989,"Outlook Therapeutics, Inc.",Albert D. Dyrness,"Albert D. Dyrness. &nbsp;&nbsp;&nbsp;Mr.&nbsp;Dyrness has served as a member of our board of directors since December 2015. Mr.&nbsp;Dyrness co-founded ADVENT Engineering Services, Inc., a privately h"
0001649989,"Outlook Therapeutics, Inc.",Engineering Services,"Albert D. Dyrness. &nbsp;&nbsp;&nbsp;Mr.&nbsp;Dyrness has served as a member of our board of directors since December 2015. Mr.&nbsp;Dyrness co-founded ADVENT Engineering Services, Inc., a privately h"
0001649989,"Outlook Therapeutics, Inc.",American Society,"Albert D. Dyrness. &nbsp;&nbsp;&nbsp;Mr.&nbsp;Dyrness has served as a member of our board of directors since December 2015. Mr.&nbsp;Dyrness co-founded ADVENT Engineering Services, Inc., a privately h"
0001649989,"Outlook Therapeutics, Inc.",Mechanical Engineers,"Albert D. Dyrness. &nbsp;&nbsp;&nbsp;Mr.&nbsp;Dyrness has served as a member of our board of directors since December 2015. Mr.&nbsp;Dyrness co-founded ADVENT Engineering Services, Inc., a privately h"
0001649989,"Outlook Therapeutics, Inc.",System Design,"Albert D. Dyrness. &nbsp;&nbsp;&nbsp;Mr.&nbsp;Dyrness has served as a member of our board of directors since December 2015. Mr.&nbsp;Dyrness co-founded ADVENT Engineering Services, Inc., a privately h"
0001649989,"Outlook Therapeutics, Inc.",Mechanical Engineering,"Albert D. Dyrness. &nbsp;&nbsp;&nbsp;Mr.&nbsp;Dyrness has served as a member of our board of directors since December 2015. Mr.&nbsp;Dyrness co-founded ADVENT Engineering Services, Inc., a privately h"
0001649989,"Outlook Therapeutics, Inc.",Fairleigh Dickenson,Donald J. Griffith. &nbsp;&nbsp;&nbsp;Mr.&nbsp;Griffith has served as a member of our board of directors since August&nbsp;2011. Mr.&nbsp;Griffith served as our Chief Financial Officer and Secretary f
0001649989,"Outlook Therapeutics, Inc.",Business Administration,Donald J. Griffith. &nbsp;&nbsp;&nbsp;Mr.&nbsp;Griffith has served as a member of our board of directors since August&nbsp;2011. Mr.&nbsp;Griffith served as our Chief Financial Officer and Secretary f
0001649989,"Outlook Therapeutics, Inc.",Robin Smith,"Robin Smith Hoke. &nbsp;&nbsp;&nbsp;Ms.&nbsp;Hoke has served as a member of our board of directors since December 2015. Since July 2012, Ms.&nbsp;Hoke has been acting as a consultant providing pharmac"
0001649989,"Outlook Therapeutics, Inc.",Interim Chief,"Robin Smith Hoke. &nbsp;&nbsp;&nbsp;Ms.&nbsp;Hoke has served as a member of our board of directors since December 2015. Since July 2012, Ms.&nbsp;Hoke has been acting as a consultant providing pharmac"
0001649989,"Outlook Therapeutics, Inc.",Strategic Initiatives,"Robin Smith Hoke. &nbsp;&nbsp;&nbsp;Ms.&nbsp;Hoke has served as a member of our board of directors since December 2015. Since July 2012, Ms.&nbsp;Hoke has been acting as a consultant providing pharmac"
0001649989,"Outlook Therapeutics, Inc.",Thomas M. Cooley,"Robin Smith Hoke. &nbsp;&nbsp;&nbsp;Ms.&nbsp;Hoke has served as a member of our board of directors since December 2015. Since July 2012, Ms.&nbsp;Hoke has been acting as a consultant providing pharmac"
